sender,subject,body,text,label,label_name
noreply@airline.com,Your invoice is ready,Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.,"Subject: Your invoice is ready

Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.",0,ham
support@paypa1-secure.ru,Make money fast from home!,"SHOCKING weight loss secret doctors don't want you to know! Lose 30 pounds in 30 days with this one weird trick! 100% natural, no exercise needed! Order now and get 60% OFF!","Subject: Make money fast from home!

SHOCKING weight loss secret doctors don't want you to know! Lose 30 pounds in 30 days with this one weird trick! 100% natural, no exercise needed! Order now and get 60% OFF!",1,spam
billing@service.com,Your invoice is ready,Following up on our project discussion from last week. The deadline has been moved to Friday. Let me know if that works for you.,"Subject: Your invoice is ready

Following up on our project discussion from last week. The deadline has been moved to Friday. Let me know if that works for you.",0,ham
admin@free-money.net,Your subscription expires today,"YOU HAVE WON! Your email address was selected in our monthly draw. Click the link below to claim your $500 Amazon gift card. Hurry, link expires in 24 hours!","Subject: Your subscription expires today

YOU HAVE WON! Your email address was selected in our monthly draw. Click the link below to claim your $500 Amazon gift card. Hurry, link expires in 24 hours!",1,spam
hr@office.org,Weekend plans,Reminder: You have a dentist appointment tomorrow at 10:30 AM with Dr. Sharma. Please arrive 10 minutes early.,"Subject: Weekend plans

Reminder: You have a dentist appointment tomorrow at 10:30 AM with Dr. Sharma. Please arrive 10 minutes early.",0,ham
support@paypa1-secure.ru,Limited time offer - Act NOW,"YOU HAVE WON! Your email address was selected in our monthly draw. Click the link below to claim your $500 Amazon gift card. Hurry, link expires in 24 hours!","Subject: Limited time offer - Act NOW

YOU HAVE WON! Your email address was selected in our monthly draw. Click the link below to claim your $500 Amazon gift card. Hurry, link expires in 24 hours!",1,spam
friend@gmail.com,Flight confirmation,"Hey, are you guys doing anything this weekend? We're thinking of going hiking if the weather holds up.","Subject: Flight confirmation

Hey, are you guys doing anything this weekend? We're thinking of going hiking if the weather holds up.",0,ham
support@paypa1-secure.ru,Click here to claim your prize,Your computer has been INFECTED with a virus! Call our toll-free number 1-800-SCAM-NOW immediately! Microsoft certified technicians will fix it remotely for only $299!,"Subject: Click here to claim your prize

Your computer has been INFECTED with a virus! Call our toll-free number 1-800-SCAM-NOW immediately! Microsoft certified technicians will fix it remotely for only $299!",1,spam
hr@office.org,Re: Project update,I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?,"Subject: Re: Project update

I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?",0,ham
billing@service.com,Lunch tomorrow?,Are you free for lunch tomorrow around noon? I know a great Italian place near the office.,"Subject: Lunch tomorrow?

Are you free for lunch tomorrow around noon? I know a great Italian place near the office.",0,ham
friend@gmail.com,Your invoice is ready,I'm forwarding you the email chain about the client request. Please get in touch with them directly.,"Subject: Your invoice is ready

I'm forwarding you the email chain about the client request. Please get in touch with them directly.",0,ham
offer@deals-today.biz,Lose 30 pounds in 30 days,Your computer has been INFECTED with a virus! Call our toll-free number 1-800-SCAM-NOW immediately! Microsoft certified technicians will fix it remotely for only $299!,"Subject: Lose 30 pounds in 30 days

Your computer has been INFECTED with a virus! Call our toll-free number 1-800-SCAM-NOW immediately! Microsoft certified technicians will fix it remotely for only $299!",1,spam
noreply@verify-account.xyz,Make money fast from home!,FREE iPhone 15 Pro giveaway! You've been chosen! Just pay $2.99 shipping and handling. Click link to claim: http://free-iphone-claim.biz. Offer expires tonight!,"Subject: Make money fast from home!

FREE iPhone 15 Pro giveaway! You've been chosen! Just pay $2.99 shipping and handling. Click link to claim: http://free-iphone-claim.biz. Offer expires tonight!",1,spam
team@startup.io,Welcome to the team,Your presentation yesterday was excellent. The stakeholders were very impressed with the data visualization.,"Subject: Welcome to the team

Your presentation yesterday was excellent. The stakeholders were very impressed with the data visualization.",0,ham
noreply@verify-account.xyz,Make money fast from home!,Your account has been SUSPENDED due to suspicious activity. Click here immediately to verify your identity or your account will be PERMANENTLY DELETED: http://verify-account-now.xyz,"Subject: Make money fast from home!

Your account has been SUSPENDED due to suspicious activity. Click here immediately to verify your identity or your account will be PERMANENTLY DELETED: http://verify-account-now.xyz",1,spam
prize@winner-notify.com,Your subscription expires today,"CONGRATULATIONS! You have been selected as our lucky winner for $1,000,000 USD lottery. Send your bank details immediately to claim your prize. ACT NOW before it expires!!!","Subject: Your subscription expires today

CONGRATULATIONS! You have been selected as our lucky winner for $1,000,000 USD lottery. Send your bank details immediately to claim your prize. ACT NOW before it expires!!!",1,spam
info@lottery-winner.co,Make money fast from home!,"Are you tired of your 9-5 job? Make $10,000 per month working just 2 hours a day from home! Our proven system guarantees results! Click here to join THOUSANDS of success stories!","Subject: Make money fast from home!

Are you tired of your 9-5 job? Make $10,000 per month working just 2 hours a day from home! Our proven system guarantees results! Click here to join THOUSANDS of success stories!",1,spam
billing@service.com,Happy Birthday!,Are you free for lunch tomorrow around noon? I know a great Italian place near the office.,"Subject: Happy Birthday!

Are you free for lunch tomorrow around noon? I know a great Italian place near the office.",0,ham
friend@gmail.com,Follow-up from our call,Thank you for your application. We'd like to invite you for a technical interview next week.,"Subject: Follow-up from our call

Thank you for your application. We'd like to invite you for a technical interview next week.",0,ham
billing@service.com,Weekend plans,"Hi, just wanted to confirm our meeting scheduled for 3pm today in conference room B. Please bring the Q3 reports.","Subject: Weekend plans

Hi, just wanted to confirm our meeting scheduled for 3pm today in conference room B. Please bring the Q3 reports.",0,ham
noreply@airline.com,Weekend plans,Reminder: You have a dentist appointment tomorrow at 10:30 AM with Dr. Sharma. Please arrive 10 minutes early.,"Subject: Weekend plans

Reminder: You have a dentist appointment tomorrow at 10:30 AM with Dr. Sharma. Please arrive 10 minutes early.",0,ham
support@paypa1-secure.ru,Your subscription expires today,"Dear Friend, I found your email on the internet and I need a trustworthy person to help me claim my late husband's inheritance of $12.5 million. I will give you 40% as your share.","Subject: Your subscription expires today

Dear Friend, I found your email on the internet and I need a trustworthy person to help me claim my late husband's inheritance of $12.5 million. I will give you 40% as your share.",1,spam
billing@service.com,Team standup notes,Your invoice #1042 for last month's services is attached. Please review and process at your earliest convenience.,"Subject: Team standup notes

Your invoice #1042 for last month's services is attached. Please review and process at your earliest convenience.",0,ham
billing@service.com,Your order has shipped,Are you free for lunch tomorrow around noon? I know a great Italian place near the office.,"Subject: Your order has shipped

Are you free for lunch tomorrow around noon? I know a great Italian place near the office.",0,ham
john.doe@company.com,Interview schedule,Just wanted to wish you a very happy birthday! Hope you have a wonderful day with family and friends.,"Subject: Interview schedule

Just wanted to wish you a very happy birthday! Hope you have a wonderful day with family and friends.",0,ham
noreply@verify-account.xyz,Make money fast from home!,"PHARMACY SPECIAL: Cheap meds without prescription! Viagra, Cialis, and more! Discreet delivery worldwide! Best prices on the internet! Order now get 70% discount!!!","Subject: Make money fast from home!

PHARMACY SPECIAL: Cheap meds without prescription! Viagra, Cialis, and more! Discreet delivery worldwide! Best prices on the internet! Order now get 70% discount!!!",1,spam
noreply@airline.com,Reminder: dentist appointment,I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?,"Subject: Reminder: dentist appointment

I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?",0,ham
john.doe@company.com,Follow-up from our call,"Hi, just wanted to confirm our meeting scheduled for 3pm today in conference room B. Please bring the Q3 reports.","Subject: Follow-up from our call

Hi, just wanted to confirm our meeting scheduled for 3pm today in conference room B. Please bring the Q3 reports.",0,ham
noreply@verify-account.xyz,"YOU HAVE WON $1,000,000!!!","CONGRATULATIONS! You have been selected as our lucky winner for $1,000,000 USD lottery. Send your bank details immediately to claim your prize. ACT NOW before it expires!!!","Subject: YOU HAVE WON $1,000,000!!!

CONGRATULATIONS! You have been selected as our lucky winner for $1,000,000 USD lottery. Send your bank details immediately to claim your prize. ACT NOW before it expires!!!",1,spam
admin@free-money.net,Work from home - $5000/week GUARANTEED,AMAZING LIMITED TIME OFFER! Buy one get three FREE! Today only! This deal expires in 2 hours! Click now! Don't miss out! Best price ever!!!,"Subject: Work from home - $5000/week GUARANTEED

AMAZING LIMITED TIME OFFER! Buy one get three FREE! Today only! This deal expires in 2 hours! Click now! Don't miss out! Best price ever!!!",1,spam
john.doe@company.com,Meeting at 3pm today,Your invoice #1042 for last month's services is attached. Please review and process at your earliest convenience.,"Subject: Meeting at 3pm today

Your invoice #1042 for last month's services is attached. Please review and process at your earliest convenience.",0,ham
john.doe@company.com,Feedback on your presentation,Your presentation yesterday was excellent. The stakeholders were very impressed with the data visualization.,"Subject: Feedback on your presentation

Your presentation yesterday was excellent. The stakeholders were very impressed with the data visualization.",0,ham
noreply@verify-account.xyz,Limited time offer - Act NOW,"EARN BITCOIN FAST! Our automated trading bot guarantees 500% returns daily! Zero risk! Just deposit $100 to start and watch the money roll in! Join 50,000 satisfied members!","Subject: Limited time offer - Act NOW

EARN BITCOIN FAST! Our automated trading bot guarantees 500% returns daily! Zero risk! Just deposit $100 to start and watch the money roll in! Join 50,000 satisfied members!",1,spam
admin@free-money.net,FINAL NOTICE: Payment required,"Are you tired of your 9-5 job? Make $10,000 per month working just 2 hours a day from home! Our proven system guarantees results! Click here to join THOUSANDS of success stories!","Subject: FINAL NOTICE: Payment required

Are you tired of your 9-5 job? Make $10,000 per month working just 2 hours a day from home! Our proven system guarantees results! Click here to join THOUSANDS of success stories!",1,spam
billing@service.com,Follow-up from our call,Welcome aboard! We're excited to have you on the team. Your onboarding schedule is attached.,"Subject: Follow-up from our call

Welcome aboard! We're excited to have you on the team. Your onboarding schedule is attached.",0,ham
billing@service.com,Happy Birthday!,"Great talking to you earlier! As discussed, I'll send over the proposal by end of day Thursday.","Subject: Happy Birthday!

Great talking to you earlier! As discussed, I'll send over the proposal by end of day Thursday.",0,ham
noreply@verify-account.xyz,Hot singles in your area,"FINAL NOTICE: This is your last chance to pay your outstanding debt of $2,847. Failure to respond will result in LEGAL ACTION. Contact us immediately to avoid consequences.","Subject: Hot singles in your area

FINAL NOTICE: This is your last chance to pay your outstanding debt of $2,847. Failure to respond will result in LEGAL ACTION. Contact us immediately to avoid consequences.",1,spam
noreply@verify-account.xyz,URGENT: Update your banking info,"Are you tired of your 9-5 job? Make $10,000 per month working just 2 hours a day from home! Our proven system guarantees results! Click here to join THOUSANDS of success stories!","Subject: URGENT: Update your banking info

Are you tired of your 9-5 job? Make $10,000 per month working just 2 hours a day from home! Our proven system guarantees results! Click here to join THOUSANDS of success stories!",1,spam
john.doe@company.com,Feedback on your presentation,Your invoice #1042 for last month's services is attached. Please review and process at your earliest convenience.,"Subject: Feedback on your presentation

Your invoice #1042 for last month's services is attached. Please review and process at your earliest convenience.",0,ham
support@paypa1-secure.ru,FREE iPhone 15 - Claim Now!,"SHOCKING weight loss secret doctors don't want you to know! Lose 30 pounds in 30 days with this one weird trick! 100% natural, no exercise needed! Order now and get 60% OFF!","Subject: FREE iPhone 15 - Claim Now!

SHOCKING weight loss secret doctors don't want you to know! Lose 30 pounds in 30 days with this one weird trick! 100% natural, no exercise needed! Order now and get 60% OFF!",1,spam
team@startup.io,Flight confirmation,Your presentation yesterday was excellent. The stakeholders were very impressed with the data visualization.,"Subject: Flight confirmation

Your presentation yesterday was excellent. The stakeholders were very impressed with the data visualization.",0,ham
john.doe@company.com,Re: Project update,"Hi, just wanted to confirm our meeting scheduled for 3pm today in conference room B. Please bring the Q3 reports.","Subject: Re: Project update

Hi, just wanted to confirm our meeting scheduled for 3pm today in conference room B. Please bring the Q3 reports.",0,ham
info@lottery-winner.co,FREE iPhone 15 - Claim Now!,AMAZING LIMITED TIME OFFER! Buy one get three FREE! Today only! This deal expires in 2 hours! Click now! Don't miss out! Best price ever!!!,"Subject: FREE iPhone 15 - Claim Now!

AMAZING LIMITED TIME OFFER! Buy one get three FREE! Today only! This deal expires in 2 hours! Click now! Don't miss out! Best price ever!!!",1,spam
john.doe@company.com,Follow-up from our call,I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?,"Subject: Follow-up from our call

I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?",0,ham
support@paypa1-secure.ru,Lose 30 pounds in 30 days,"Dear Customer, Your PayPal account has been limited. You must update your information within 24 hours or your account will be suspended. Login here: http://paypal-secure-verify.ru","Subject: Lose 30 pounds in 30 days

Dear Customer, Your PayPal account has been limited. You must update your information within 24 hours or your account will be suspended. Login here: http://paypal-secure-verify.ru",1,spam
hr@office.org,Weekend plans,Welcome aboard! We're excited to have you on the team. Your onboarding schedule is attached.,"Subject: Weekend plans

Welcome aboard! We're excited to have you on the team. Your onboarding schedule is attached.",0,ham
admin@free-money.net,URGENT: Update your banking info,"PHARMACY SPECIAL: Cheap meds without prescription! Viagra, Cialis, and more! Discreet delivery worldwide! Best prices on the internet! Order now get 70% discount!!!","Subject: URGENT: Update your banking info

PHARMACY SPECIAL: Cheap meds without prescription! Viagra, Cialis, and more! Discreet delivery worldwide! Best prices on the internet! Order now get 70% discount!!!",1,spam
john.doe@company.com,Lunch tomorrow?,I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?,"Subject: Lunch tomorrow?

I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?",0,ham
billing@service.com,Happy Birthday!,Reminder: You have a dentist appointment tomorrow at 10:30 AM with Dr. Sharma. Please arrive 10 minutes early.,"Subject: Happy Birthday!

Reminder: You have a dentist appointment tomorrow at 10:30 AM with Dr. Sharma. Please arrive 10 minutes early.",0,ham
noreply@verify-account.xyz,"YOU HAVE WON $1,000,000!!!","PHARMACY SPECIAL: Cheap meds without prescription! Viagra, Cialis, and more! Discreet delivery worldwide! Best prices on the internet! Order now get 70% discount!!!","Subject: YOU HAVE WON $1,000,000!!!

PHARMACY SPECIAL: Cheap meds without prescription! Viagra, Cialis, and more! Discreet delivery worldwide! Best prices on the internet! Order now get 70% discount!!!",1,spam
prize@winner-notify.com,Limited time offer - Act NOW,"YOU HAVE WON! Your email address was selected in our monthly draw. Click the link below to claim your $500 Amazon gift card. Hurry, link expires in 24 hours!","Subject: Limited time offer - Act NOW

YOU HAVE WON! Your email address was selected in our monthly draw. Click the link below to claim your $500 Amazon gift card. Hurry, link expires in 24 hours!",1,spam
offer@deals-today.biz,Work from home - $5000/week GUARANTEED,"SHOCKING weight loss secret doctors don't want you to know! Lose 30 pounds in 30 days with this one weird trick! 100% natural, no exercise needed! Order now and get 60% OFF!","Subject: Work from home - $5000/week GUARANTEED

SHOCKING weight loss secret doctors don't want you to know! Lose 30 pounds in 30 days with this one weird trick! 100% natural, no exercise needed! Order now and get 60% OFF!",1,spam
prize@winner-notify.com,Your PayPal account is suspended,AMAZING LIMITED TIME OFFER! Buy one get three FREE! Today only! This deal expires in 2 hours! Click now! Don't miss out! Best price ever!!!,"Subject: Your PayPal account is suspended

AMAZING LIMITED TIME OFFER! Buy one get three FREE! Today only! This deal expires in 2 hours! Click now! Don't miss out! Best price ever!!!",1,spam
noreply@airline.com,Question about the report,I'm forwarding you the email chain about the client request. Please get in touch with them directly.,"Subject: Question about the report

I'm forwarding you the email chain about the client request. Please get in touch with them directly.",0,ham
admin@free-money.net,Your subscription expires today,Your computer has been INFECTED with a virus! Call our toll-free number 1-800-SCAM-NOW immediately! Microsoft certified technicians will fix it remotely for only $299!,"Subject: Your subscription expires today

Your computer has been INFECTED with a virus! Call our toll-free number 1-800-SCAM-NOW immediately! Microsoft certified technicians will fix it remotely for only $299!",1,spam
noreply@verify-account.xyz,"YOU HAVE WON $1,000,000!!!",Hot singles are waiting to meet you in your area! Join FREE today and find your perfect match! Thousands of beautiful women waiting! Click here NOW!,"Subject: YOU HAVE WON $1,000,000!!!

Hot singles are waiting to meet you in your area! Join FREE today and find your perfect match! Thousands of beautiful women waiting! Click here NOW!",1,spam
noreply@verify-account.xyz,URGENT: Update your banking info,"EARN BITCOIN FAST! Our automated trading bot guarantees 500% returns daily! Zero risk! Just deposit $100 to start and watch the money roll in! Join 50,000 satisfied members!","Subject: URGENT: Update your banking info

EARN BITCOIN FAST! Our automated trading bot guarantees 500% returns daily! Zero risk! Just deposit $100 to start and watch the money roll in! Join 50,000 satisfied members!",1,spam
john.doe@company.com,Your invoice is ready,Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.,"Subject: Your invoice is ready

Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.",0,ham
team@startup.io,Flight confirmation,Your invoice #1042 for last month's services is attached. Please review and process at your earliest convenience.,"Subject: Flight confirmation

Your invoice #1042 for last month's services is attached. Please review and process at your earliest convenience.",0,ham
offer@deals-today.biz,FINAL NOTICE: Payment required,"CONGRATULATIONS! You have been selected as our lucky winner for $1,000,000 USD lottery. Send your bank details immediately to claim your prize. ACT NOW before it expires!!!","Subject: FINAL NOTICE: Payment required

CONGRATULATIONS! You have been selected as our lucky winner for $1,000,000 USD lottery. Send your bank details immediately to claim your prize. ACT NOW before it expires!!!",1,spam
team@startup.io,Feedback on your presentation,Could you please review the attached document and send me your comments by Friday? Thanks!,"Subject: Feedback on your presentation

Could you please review the attached document and send me your comments by Friday? Thanks!",0,ham
billing@service.com,Your order has shipped,Just wanted to wish you a very happy birthday! Hope you have a wonderful day with family and friends.,"Subject: Your order has shipped

Just wanted to wish you a very happy birthday! Hope you have a wonderful day with family and friends.",0,ham
team@startup.io,Interview schedule,"Hi, just wanted to confirm our meeting scheduled for 3pm today in conference room B. Please bring the Q3 reports.","Subject: Interview schedule

Hi, just wanted to confirm our meeting scheduled for 3pm today in conference room B. Please bring the Q3 reports.",0,ham
admin@free-money.net,Congratulations! You are selected,AMAZING LIMITED TIME OFFER! Buy one get three FREE! Today only! This deal expires in 2 hours! Click now! Don't miss out! Best price ever!!!,"Subject: Congratulations! You are selected

AMAZING LIMITED TIME OFFER! Buy one get three FREE! Today only! This deal expires in 2 hours! Click now! Don't miss out! Best price ever!!!",1,spam
friend@gmail.com,Reminder: dentist appointment,Just wanted to wish you a very happy birthday! Hope you have a wonderful day with family and friends.,"Subject: Reminder: dentist appointment

Just wanted to wish you a very happy birthday! Hope you have a wonderful day with family and friends.",0,ham
john.doe@company.com,Question about the report,"Hey, are you guys doing anything this weekend? We're thinking of going hiking if the weather holds up.","Subject: Question about the report

Hey, are you guys doing anything this weekend? We're thinking of going hiking if the weather holds up.",0,ham
hr@office.org,Re: Project update,Your interview is scheduled for Monday at 2:00 PM. Please bring a copy of your resume and portfolio.,"Subject: Re: Project update

Your interview is scheduled for Monday at 2:00 PM. Please bring a copy of your resume and portfolio.",0,ham
billing@service.com,Feedback on your presentation,Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.,"Subject: Feedback on your presentation

Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.",0,ham
support@paypa1-secure.ru,Your PayPal account is suspended,Congratulations on your selection for our VIP program! You qualify for a $1000 loan with no credit check! Instant approval! Reply with your SSN to confirm eligibility.,"Subject: Your PayPal account is suspended

Congratulations on your selection for our VIP program! You qualify for a $1000 loan with no credit check! Instant approval! Reply with your SSN to confirm eligibility.",1,spam
noreply@airline.com,Interview schedule,Are you free for lunch tomorrow around noon? I know a great Italian place near the office.,"Subject: Interview schedule

Are you free for lunch tomorrow around noon? I know a great Italian place near the office.",0,ham
admin@free-money.net,Click here to claim your prize,CONFIDENTIAL BUSINESS PROPOSAL: I am Prince Emmanuel Adeyemi of Nigeria. I have $45 million that I need to transfer out of the country. I need your help and will pay you 30% commission.,"Subject: Click here to claim your prize

CONFIDENTIAL BUSINESS PROPOSAL: I am Prince Emmanuel Adeyemi of Nigeria. I have $45 million that I need to transfer out of the country. I need your help and will pay you 30% commission.",1,spam
admin@free-money.net,Nigerian Prince needs your help,You have been selected from millions of participants to receive a special gift worth $500. Claim your prize now by providing your personal details to our representative.,"Subject: Nigerian Prince needs your help

You have been selected from millions of participants to receive a special gift worth $500. Claim your prize now by providing your personal details to our representative.",1,spam
info@lottery-winner.co,Your PayPal account is suspended,Hot singles are waiting to meet you in your area! Join FREE today and find your perfect match! Thousands of beautiful women waiting! Click here NOW!,"Subject: Your PayPal account is suspended

Hot singles are waiting to meet you in your area! Join FREE today and find your perfect match! Thousands of beautiful women waiting! Click here NOW!",1,spam
info@lottery-winner.co,FREE iPhone 15 - Claim Now!,Hot singles are waiting to meet you in your area! Join FREE today and find your perfect match! Thousands of beautiful women waiting! Click here NOW!,"Subject: FREE iPhone 15 - Claim Now!

Hot singles are waiting to meet you in your area! Join FREE today and find your perfect match! Thousands of beautiful women waiting! Click here NOW!",1,spam
billing@service.com,Your invoice is ready,Reminder: You have a dentist appointment tomorrow at 10:30 AM with Dr. Sharma. Please arrive 10 minutes early.,"Subject: Your invoice is ready

Reminder: You have a dentist appointment tomorrow at 10:30 AM with Dr. Sharma. Please arrive 10 minutes early.",0,ham
john.doe@company.com,Team standup notes,"Great talking to you earlier! As discussed, I'll send over the proposal by end of day Thursday.","Subject: Team standup notes

Great talking to you earlier! As discussed, I'll send over the proposal by end of day Thursday.",0,ham
hr@office.org,Welcome to the team,Your presentation yesterday was excellent. The stakeholders were very impressed with the data visualization.,"Subject: Welcome to the team

Your presentation yesterday was excellent. The stakeholders were very impressed with the data visualization.",0,ham
team@startup.io,Team standup notes,Your interview is scheduled for Monday at 2:00 PM. Please bring a copy of your resume and portfolio.,"Subject: Team standup notes

Your interview is scheduled for Monday at 2:00 PM. Please bring a copy of your resume and portfolio.",0,ham
friend@gmail.com,Re: Project update,The server maintenance is scheduled for Sunday at 2 AM. Expected downtime is 2 hours. Please plan accordingly.,"Subject: Re: Project update

The server maintenance is scheduled for Sunday at 2 AM. Expected downtime is 2 hours. Please plan accordingly.",0,ham
hr@office.org,Flight confirmation,Are you free for lunch tomorrow around noon? I know a great Italian place near the office.,"Subject: Flight confirmation

Are you free for lunch tomorrow around noon? I know a great Italian place near the office.",0,ham
john.doe@company.com,Lunch tomorrow?,"Great talking to you earlier! As discussed, I'll send over the proposal by end of day Thursday.","Subject: Lunch tomorrow?

Great talking to you earlier! As discussed, I'll send over the proposal by end of day Thursday.",0,ham
john.doe@company.com,Reminder: dentist appointment,I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?,"Subject: Reminder: dentist appointment

I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?",0,ham
offer@deals-today.biz,Nigerian Prince needs your help,You have been selected from millions of participants to receive a special gift worth $500. Claim your prize now by providing your personal details to our representative.,"Subject: Nigerian Prince needs your help

You have been selected from millions of participants to receive a special gift worth $500. Claim your prize now by providing your personal details to our representative.",1,spam
info@lottery-winner.co,Congratulations! You are selected,"Dear Friend, I found your email on the internet and I need a trustworthy person to help me claim my late husband's inheritance of $12.5 million. I will give you 40% as your share.","Subject: Congratulations! You are selected

Dear Friend, I found your email on the internet and I need a trustworthy person to help me claim my late husband's inheritance of $12.5 million. I will give you 40% as your share.",1,spam
friend@gmail.com,Follow-up from our call,Welcome aboard! We're excited to have you on the team. Your onboarding schedule is attached.,"Subject: Follow-up from our call

Welcome aboard! We're excited to have you on the team. Your onboarding schedule is attached.",0,ham
prize@winner-notify.com,FINAL NOTICE: Payment required,You have been selected from millions of participants to receive a special gift worth $500. Claim your prize now by providing your personal details to our representative.,"Subject: FINAL NOTICE: Payment required

You have been selected from millions of participants to receive a special gift worth $500. Claim your prize now by providing your personal details to our representative.",1,spam
noreply@verify-account.xyz,Your PayPal account is suspended,"Dear Friend, I found your email on the internet and I need a trustworthy person to help me claim my late husband's inheritance of $12.5 million. I will give you 40% as your share.","Subject: Your PayPal account is suspended

Dear Friend, I found your email on the internet and I need a trustworthy person to help me claim my late husband's inheritance of $12.5 million. I will give you 40% as your share.",1,spam
noreply@airline.com,Team standup notes,Your presentation yesterday was excellent. The stakeholders were very impressed with the data visualization.,"Subject: Team standup notes

Your presentation yesterday was excellent. The stakeholders were very impressed with the data visualization.",0,ham
friend@gmail.com,Interview schedule,"Hi, just wanted to confirm our meeting scheduled for 3pm today in conference room B. Please bring the Q3 reports.","Subject: Interview schedule

Hi, just wanted to confirm our meeting scheduled for 3pm today in conference room B. Please bring the Q3 reports.",0,ham
hr@office.org,Re: Project update,I'm forwarding you the email chain about the client request. Please get in touch with them directly.,"Subject: Re: Project update

I'm forwarding you the email chain about the client request. Please get in touch with them directly.",0,ham
team@startup.io,Feedback on your presentation,Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.,"Subject: Feedback on your presentation

Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.",0,ham
noreply@verify-account.xyz,"YOU HAVE WON $1,000,000!!!",MAKE $5000 A WEEK FROM HOME! No experience needed. Thousands already making money! Click here to start TODAY. Limited spots available!!!,"Subject: YOU HAVE WON $1,000,000!!!

MAKE $5000 A WEEK FROM HOME! No experience needed. Thousands already making money! Click here to start TODAY. Limited spots available!!!",1,spam
hr@office.org,Lunch tomorrow?,The quarterly sales report shows a 12% increase over last quarter. Great work from everyone on the sales team.,"Subject: Lunch tomorrow?

The quarterly sales report shows a 12% increase over last quarter. Great work from everyone on the sales team.",0,ham
friend@gmail.com,Re: Project update,Your presentation yesterday was excellent. The stakeholders were very impressed with the data visualization.,"Subject: Re: Project update

Your presentation yesterday was excellent. The stakeholders were very impressed with the data visualization.",0,ham
hr@office.org,Welcome to the team,Welcome aboard! We're excited to have you on the team. Your onboarding schedule is attached.,"Subject: Welcome to the team

Welcome aboard! We're excited to have you on the team. Your onboarding schedule is attached.",0,ham
support@paypa1-secure.ru,Make money fast from home!,"PHARMACY SPECIAL: Cheap meds without prescription! Viagra, Cialis, and more! Discreet delivery worldwide! Best prices on the internet! Order now get 70% discount!!!","Subject: Make money fast from home!

PHARMACY SPECIAL: Cheap meds without prescription! Viagra, Cialis, and more! Discreet delivery worldwide! Best prices on the internet! Order now get 70% discount!!!",1,spam
billing@service.com,Happy Birthday!,I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?,"Subject: Happy Birthday!

I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?",0,ham
prize@winner-notify.com,Your subscription expires today,AMAZING LIMITED TIME OFFER! Buy one get three FREE! Today only! This deal expires in 2 hours! Click now! Don't miss out! Best price ever!!!,"Subject: Your subscription expires today

AMAZING LIMITED TIME OFFER! Buy one get three FREE! Today only! This deal expires in 2 hours! Click now! Don't miss out! Best price ever!!!",1,spam
admin@free-money.net,Lose 30 pounds in 30 days,MAKE $5000 A WEEK FROM HOME! No experience needed. Thousands already making money! Click here to start TODAY. Limited spots available!!!,"Subject: Lose 30 pounds in 30 days

MAKE $5000 A WEEK FROM HOME! No experience needed. Thousands already making money! Click here to start TODAY. Limited spots available!!!",1,spam
friend@gmail.com,Team standup notes,"Notes from today's standup: Alice is working on the API, Bob is fixing the login bug, Charlie will handle deployment.","Subject: Team standup notes

Notes from today's standup: Alice is working on the API, Bob is fixing the login bug, Charlie will handle deployment.",0,ham
team@startup.io,Lunch tomorrow?,"Hi, just wanted to confirm our meeting scheduled for 3pm today in conference room B. Please bring the Q3 reports.","Subject: Lunch tomorrow?

Hi, just wanted to confirm our meeting scheduled for 3pm today in conference room B. Please bring the Q3 reports.",0,ham
team@startup.io,Flight confirmation,Could you please review the attached document and send me your comments by Friday? Thanks!,"Subject: Flight confirmation

Could you please review the attached document and send me your comments by Friday? Thanks!",0,ham
team@startup.io,Feedback on your presentation,Could you please review the attached document and send me your comments by Friday? Thanks!,"Subject: Feedback on your presentation

Could you please review the attached document and send me your comments by Friday? Thanks!",0,ham
